account_id,account_name,account_domain,description,industry,country,employee_band,created_date,linkedin_url,source,campaign,apis_cloud,health_tech,integration_patterns,tech_stack_confidence,is_prev_stedi_customer,icp,icp_reason,icp_confidence
9020122b-81c6-4e22-aba2-b457ec2b4373,PX Technology LLC,pxtechnology.com,"PX Technology is a fast-growing company with software solutions that operate in specialty healthcare to improve medical practice efficiency, improve the patient experience, and help patients get access to treatments faster.",Software Development,United States,11-50,2024-10-22 10:03:58+00:00,https://www.linkedin.com/company/pxtechnology,events,Conf-RevenueSummit,AWS|AWS Lambda|Amazon S3|Google Cloud Platform,HIPAA compliance|FHIR|HL7|X12|EHR integration,REST APIs|Webhooks|Batch processing using AWS Lambda,0.88,False,True,"Uses X12 for integration, indicating alignment with API-first healthcare data exchange needs.",0.85
7e8cc3fa-16e8-4040-8f5b-ebde38d018f0,ADR Laboratory,adeldesignresearch.org,"ADR is an interdisciplinary laboratory for advanced research in Architecture, Computational Design, and Robotic Construction.",Research Services,United States,2-10,2025-03-21 23:11:28+00:00,https://www.linkedin.com/company/adr-laboratory,outbound,OB-Prospecting,,HIPAA|FHIR,,0.62,False,False,No evidence of X12 transactions or clearinghouse activities found.,0.2
939acdc9-2513-4b59-aea4-08e9aeb31c3e,Amplity Medical Communications,amplity.com,"Amplity Medical Communications is a global communications network providing pivotal, contemporary medical information and education for all stakeholders in healthcare. Our teams provide full service medical communications that have the capabilities and the network to engage our learners on a regular basis through our journals, online resource centers, and access to thought leaders. Amplity Med Comm is a part of Amplity Health.",Public Relations and Communications Services,United States,51-200,2025-03-19 00:52:25+00:00,https://www.linkedin.com/company/amplitymedicalcommunications,referral,Partner-Intro,,HIPAA|HL7,,0.47,False,False,No evidence of X12 transaction or clearinghouse operation found.,0.2
d74686f5-a417-4b7a-bda0-a63199ca5e2f,HMMC - Healthcare Manufacturers Management Council,hmmc.com,"The Healthcare Manufacturers Management Council (HMMC) provides our member executives and rising leaders the opportunity to Learn, Network and Succeed.

We do this by:
• Developing and producing education conferences and information on what our members consider the most relevant and significant challenges and opportunities in the industry.
• Helping Members increase their knowledge and skills by providing networking opportunities with colleagues, customers and others within the healthcare industry.
• Providing physical and electronic venues that encourage business friendships and collegiality",Medical Devices,United States,11-50,2025-01-14 00:22:37+00:00,https://www.linkedin.com/company/hmmc,paid_search,SEM-Competitor,,X12|EDI|FHIR|HL7,,0.66,False,False,HMMC focuses on manufacturing rather than direct health data exchange.,0.3
714f6eca-8a39-4cac-80a1-19e42bc25820,Cubby Beds,cubbybeds.com,"We manufacture and sell smart beds to improve sleep, safety, and sensory control for people with complex conditions and special needs.",Hospitals and Health Care,United States,11-50,2024-12-22 19:46:14+00:00,https://www.linkedin.com/company/cubbybeds,paid_search,SEM-NonBrand,,,,0.56,False,False,No evidence of engaging with healthcare data exchange or X12 transactions.,0.2
039965d1-29b0-4650-b8f2-0640bf65bbf7,MentalHappy,mentalhappy.com,"Effortlessly create and manage support groups with MentalHappy. Simplify onboarding, payments, and communication, all while staying HIPAA-compliant.",Wellness and Fitness Services,United States,11-50,2025-06-30 01:02:36+00:00,https://www.linkedin.com/company/mentalhappy,referral,Partner-Intro,AWS Lambda|AWS S3,HIPAA Compliant Data Transmission|FHIR Protocol for Health Data Exchange,API-based data integration|Event-driven architecture using AWS services,0.86,False,False,No evidence found of engaging in relevant X12 transactions or clearinghouse activities.,0.2
8cc8223b-b424-4f98-8051-82efb6e35ebd,Liberty Liens,libertyliens.com,Our name speaks for itself. Liberty Liens is a one stop solution to all medical providers and personal injury attorneys. Our exceptional services help medical providers and personal injury attorneys to focus on their patients/ clients. While we rest assure that all other outsourced tasks are carried out smoothly.,Outsourcing and Offshoring Consulting,United States,51-200,2025-02-15 10:51:23+00:00,https://www.linkedin.com/company/liberty-liens-llc,referral,Customer-Referral,AWS|Azure,HIPAA compliant standards|X12 transaction sets,REST APIs for EHR integration,0.84,False,True,"Liberty Liens operates in healthcare billing with EDI and X12 transactions, supporting payer and provider connections.",0.85
2e1b727c-5f82-40c0-88a8-c40ecadfd3ce,Medi-Centrix,getixhealth.com,"Med-Metrix offers a physician-focused approach to revenue cycle management, data extraction, and decision support. We help physicians navigate the healthcare landscape as it evolves, and prepare you for participation in value-based care arrangements and bundled payment models. To ensure that our strategy and deliverables continue to address the most pressing needs of today's physician community, we rely on our Physician Advisory Board to provide valuable insights.

Our solutions span the full gamut of the revenue cycle to deliver proven, measurable ROI. Our experienced leadership and incentivized staff, backed by state-of-the-art, commercial grade technology and scalable services, deliver tangible results that maximize your practice's financial performance and facilitate clinical integration among providers.",Hospitals and Health Care,United States,"501-1,000",2025-06-22 04:53:06+00:00,https://www.linkedin.com/company/medi-centrix,content,Ebook-AI-101,AWS|Azure|GCP,HIPAA|FHIR|X12|EHRs,REST APIs|SOAP APIs,0.79,False,True,Operates in healthcare data exchange using X12 transactions and APIs.,0.85
499d14ef-40da-4399-894d-0e485d30ec36,Clarus Care,claruscare.com,"We ensure patient calls and messages always reach the right person and
information is easily and accurately shared among healthcare teams –
improving quality of care to patient and reducing risk to organization.

Utilize Clarus for daytime, after-hours, or 24/7 call management.",Hospitals and Health Care,United States,11-50,2025-08-17 14:37:08+00:00,https://www.linkedin.com/company/claruscare,referral,Customer-Referral,AWS|Twilio,HIPAA|FHIR,AWS Lambda for serverless processing|Integration with EHR systems,0.62,False,False,No evidence of X12 or clearinghouse use cases found on their site.,0.2
de814287-d6a1-420c-90f6-d127e5187195,Nod Health,nod.health,"Nod Health is creating the most extensive commercial repository of Infectious Disease data to advance ID care for healthcare providers, facilities, and the life science industry. This is achieved by developing the largest national network of ID physicians.","Technology, Information and Internet",United States,51-200,2024-12-25 10:31:31+00:00,https://www.linkedin.com/company/nodhealth,referral,Partner-Intro,AWS Lambda|Amazon API Gateway|AWS S3,FHIR|HL7|X12|EHR integration,REST API|Webhook integration,0.89,False,True,Utilizes X12 standards for healthcare data exchange and APIs for integrations.,0.85
1632837e-9c44-496e-bdaa-2dd939247e48,Lightyear Health,lightyearhealth.com,"At Lightyear Health, we demand more for people aging with cognitive and functional impairments. We are working to create a world where everyone has access to the foremost experts in geriatric and dementia care.

Our team combines technology, data-driven care models and medical expertise to support the specific healthcare needs of people in assisted living communities and skilled nursing facilities, onsite or in-person.

We take a preventative approach to address the common medical problems faced by seniors before they escalate. Partnering with community care teams, primary care physicians and other healthcare practitioners, we add a high touch, specialized layer of coordinated care that focuses on maintaining quality of life. 

The Lightyear Health team does not accept the status quo of healthcare for aging persons. We believe with innovation and leadership, we can change what it means to age.",Hospitals and Health Care,United States,51-200,2024-11-13 19:07:19+00:00,https://www.linkedin.com/company/lightyearhealth,outbound,OB-Prospecting,AWS for scalable cloud infrastructure|Snowflake for data warehousing,FHIR for healthcare data exchange|X12 EDI transaction sets for billing and claims processing,Data integration using AWS Lambda|Stream processing with Apache Kafka,0.58,False,True,"Lightyear Health uses X12 for billing and claims processing, fitting the ICP profile.",0.8
d9f9af18-71ac-473e-bc3b-5f6973a3239d,Wayy,wayy.co,"Wayy AI Copilot automates talent sourcing and communication, works across different HR platforms, and tracks performance to help you hire top performers.","Technology, Information and Internet",United States,2-10,2025-08-13 20:31:45+00:00,https://www.linkedin.com/company/wayyco,paid_search,SEM-Competitor,AWS|Azure|Google Cloud Platform,HIPAA Compliance|FHIR API|HL7 Compliance,RESTful APIs|Webhook integrations,0.89,False,False,No evidence of handling X12 transactions or serving as a clearinghouse.,0.3
e71a753c-8384-47af-b811-da280f964cd2,Amwell Recovery,amwellrecoverypa.com,"Amwell Recovery is a leading provider of mental health and substance abuse programming. Through personalized treatment and a comprehensive support system, we foster a healing and transformative environment for people on the path to recovery. 

Our mission drives everything we do: To empower people to take back control of their lives and wellbeing through outcome-focused therapy and evidence-based treatments.",Mental Health Care,United States,11-50,2025-04-20 01:53:04+00:00,https://www.linkedin.com/company/amwellrecovery,paid_social,PS-LinkedIn-MM,,,,0.32,False,False,No relevant evidence found for X12 transactions or clearinghouse operations.,0.2
e13f4f3b-3dc9-4741-ba7b-1f0dcc753a3b,"Canon Medical Research USA, Inc.",medical.canon,"Canon Medical Research USA, Inc. is a multi-modality R&D center that continues to attract and retain the best and brightest employees who are consistently driven to leverage their strengths in helping the organization and the community at large by developing the next generation medical imaging systems.",Medical Equipment Manufacturing,United States,51-200,2024-12-15 21:27:29+00:00,https://www.linkedin.com/company/toshiba-medical-research-institute-usa-inc--tmru-,outbound,OB-ABM-T1,AWS|Azure|GCP,FHIR|HL7|HIPAA Compliance,REST APIs|SOAP APIs,0.76,False,False,No evidence found linking to X12 transactions or clearinghouse activities.,0.1
58b3ec19-f004-4e05-b613-ce85b92559eb,Community Based Care,cbcare.com,Community Based Care provides home and community based services through its family of provider agencies across the country.  CBC focuses on delivering exceptional service and individualized care in the home and community.   CBC aspires to help every individual achieve their best health and fullest life.,Hospitals and Health Care,United States,"1,001-5,000",2025-04-15 08:34:08+00:00,https://www.linkedin.com/company/community-based-care-llc,outbound,OB-Prospecting,AWS|Azure|Google Cloud Platform,HL7|FHIR|X12 EDI 837|X12 EDI 270/271,FHIR APIs integration with EHRs|X12 transaction handling,0.72,False,True,"Utilizes X12 EDI in healthcare transactions, indicating a strong fit for API-first integrations.",0.85
fda4dbea-16c7-4d20-b4b7-8dc2c9d16864,Southeast Missouri Hospital,,Go to https://www.linkedin.com/company/southeasthealth/ for current LinkedIn page.,Hospitals and Health Care,United States,"1,001-5,000",2025-03-07 11:32:21+00:00,https://www.linkedin.com/company/southeast-missouri-hospital_2,direct,Direct-None,,,,0.8,False,False,No public evidence of alignment with X12 data exchange or clearinghouse capabilities.,0.4
e3da366e-c7b6-4bb1-bd95-4baa1af87fb9,Healthtek,healthtekus.com,We enable value in healthcare by offering the tools and services that payers need to grow and develop.,Hospitals and Health Care,United States,201-500,2025-07-27 14:43:46+00:00,https://www.linkedin.com/company/data-core-healthcare,events,Conf-RevenueSummit,AWS|Azure|GCP,FHIR|HL7|HIPAA compliance,HL7 interfaces|FHIR APIs,0.62,False,False,No specific evidence of X12 transaction use cases or clearinghouse functionality found.,0.1
f29b9f38-9880-4da3-b64d-2586fb294d14,Jex,jexhq.com,AI-powered assistant that automates your job search,Human Resources Services,United States,11-50,2024-12-03 04:06:39+00:00,https://www.linkedin.com/company/jex-global,events,Conf-HIMSS,AWS Lambda|Amazon S3|Amazon RDS,FHIR|HL7|X12 EDI,API-based integration|Event-driven architecture,0.89,False,True,Jex employs X12 EDI and focuses on API-based healthcare integrations.,0.85
c321b939-7f3e-4968-b89e-dd70a826bec6,JenCare Senior Medical Centers,jencaremed.com,JenCare Senior Medical Centers are family-owned primary and specialty care practices committed to delivering superior healthcare to Medicare-eligible seniors.  Our care model now serves tens of thousands of seniors all across the country. And we'll continue to expand to offer more seniors access to the quality healthcare they deserve.,Medical Practices,United States,"1,001-5,000",2025-08-27 20:43:13+00:00,https://www.linkedin.com/company/jencare-senior-medical-centers,paid_social,PS-LinkedIn-MM,,HIPAA Compliance|FHIR|HL7|X12 EDI|EHR Integration,,0.51,False,True,Focus on healthcare operations indicates need for EDI and X12 transactions.,0.7
e5963278-2893-48f4-adf4-a3cd4b86152c,Chen Senior Medical Centers,chenmedicalcenters.com,Chen Senior Medical Centers are family-owned primary and specialty care practices committed to delivering superior healthcare to Medicare-eligible seniors. Our care model now serves tens of thousands of seniors all across the country. And we'll continue to expand to offer more seniors access to the quality healthcare they deserve.,Medical Practices,United States,"1,001-5,000",2025-08-07 17:16:36+00:00,https://www.linkedin.com/company/chen-senior-medical-centers,content,Webinar-EDI-Modern,,HIPAA|X12|EDI|FHIR|HL7,,0.71,False,True,Healthcare data exchange using HIPAA and X12 is critical for their operations.,0.8
6ac5c93f-7351-41d1-9b1e-31a750a60c35,Digital Workforce Solution,digitalworkforcesolution.com,"The company was founded in 2020, with the goal of helping organizations understand the automation landscape and to drive process efficiencies that deliver value to the organization.

Intelligent process automation is a system of tools (digital workers) that takes over the repetitive, low-value tasks that your team is conducting manually. As a result, your team can shift their focus on developing skills relevant to your business. 

Implementing process automation will…

 Reduce errors and time spent in rework
 Improve employees’ ability to make better decisions 
 Increase work without hiring more headcount in intensive areas
 Eliminate repetitive, low-value administrative work
 Increase customer satisfaction with more responsive, focused employees
 Speed up processing time by ~55% in order to reduce operational costs

Together, let’s build a workforce where employees become empowered to develop high-value skills, and businesses use technological advancements to become more sustainable.",Information Technology and Services,United States,11-50,2024-11-05 18:36:45+00:00,https://www.linkedin.com/company/digital-workforce-solution,paid_social,PS-LinkedIn-MM,,,,0.41,False,False,No specific evidence found related to X12 or clearinghouse use cases.,0.2
baa4c712-c6ba-4c89-91f3-d24123047a31,Discover Claims,discover-claims.com,"Discover Claims enables hospitals to recover third party liability revenue hiding in charity accounts without ever contacting patients. Our AI-powered platform effortlessly identifies and recovers TPL dollars up to 4 years old written off to charity or zero balance bad debt. No out-of-pocket expenses or set-up costs required.

Benefits:
-No need to contact patients
-No upfront financial investment required
-No-risk contingency model, you share in the upside with no cost to implement and easy to deploy
-On average, our proprietary technology will identify and recover 1% of all billed charges of charity and zero balance bad debt accounts reviewed
-Over 20 years of experience with Revenue Cycle technology solutions
-Our solution fits within your current processes and infrastructure",IT Services and IT Consulting,United States,11-50,2024-10-30 22:00:50+00:00,https://www.linkedin.com/company/discover-claims,referral,Customer-Referral,AWS Lambda|Amazon S3|AWS EC2|AWS RDS,FHIR|X12|EDI|HL7,RESTful APIs|Webhook-based integrations,0.89,False,True,Focus on X12 and EDI indicates alignment with healthcare data exchange needs.,0.87
9fa017a9-74ca-4323-ac6a-8d2eb959fef3,Care4Carolina,care4carolina.com,"Seeking to strengthen the wellbeing of our state by increasing access to affordable, quality healthcare for North Carolinians.",Hospitals and Health Care,United States,2-10,2025-03-14 01:39:29+00:00,https://www.linkedin.com/company/care4carolina,direct,Direct-None,AWS|Azure,FHIR|HL7|X12,,0.59,False,False,No evidence found to support X12 transactions or clearinghouse functionality.,0.25
93c9581f-6d21-437e-ab40-8b6479f875b4,Solutions FBIA,solutionsfbia.com,"We are a boutique Finance, Business, IT and Analytics consulting firm. We are comprised of expert Analysts, Data Artists, BI Professionals, IT Professionals, Clinicians, and Strategists possessing specialized skills to take the complex and make it simple. We are a firm that wants to make a positive impact in the communities we serve by using our skillsets, not to just help organizations increase their bottom line, but to address health equity.",Hospitals and Health Care,United States,2-10,2024-09-17 08:20:21+00:00,https://www.linkedin.com/company/solutions-sb,content,Ebook-AI-101,AWS|Azure|Kafka,HIPAA|X12|FHIR,EDI transaction sets|FHIR resources,0.76,False,False,Limited public evidence of X12 use cases or API automation on their site.,0.4
62dc4d03-8d6b-4997-8500-2fa6808ed56d,ProcessMiner Inc.,processminer.com,"REDUCE VARIABILITY, INCREASE PRODUCTIVITY, AND IMPROVE QUALITY.

ProcessMiner delivers SaaS-based predictive analytics, optimization, and recommendations for complex manufacturing processes. Our scalable platform combines data science, technical know-how and deep industry expertise to drive continuous process improvement. We partner with forward-thinking leaders of the next industrial revolution in manufacturing. 

- Predicts problems before they occur 
- Offers recommendations for improving product quality 
- Delivers solutions based on a dynamic environment 
- Optimizes outcomes and gets better over time
- Provides low-cost, quick onboarding that’s scalable 
- Features simple, easy-to-read interface for greater adoption on plant floor",Information Technology and Services,United States,11-50,2024-12-18 18:17:56+00:00,https://www.linkedin.com/company/processminer,referral,Partner-Intro,AWS Lambda|Snowflake|Apache Kafka,HIPAA Compliance|HL7 Standards|FHIR APIs,Data Streaming|ETL Processes|Microservices Architecture,0.89,False,False,No evidence of specific involvement with X12 transactions or clearinghouse functionalities found.,0.5
9d85e437-454c-4913-a244-98a4695fcd45,"ECHO, Payments Simplified",echohealthinc.com,"ECHO is an insurance technology company focused on removing complexity and costs from payment processing. We save our customers over $1 billion dollars per year through comprehensive management of the claim payment process and providing access to the ECHO Payment Network, the industry’s largest network of insurers and service providers. ECHO settles over 500 million claims and distributes over $110 billion in payments securely across the ECHO Payment Network annually; and proprietary ECHO technology keeps payers, payees, and service providers happy by ensuring payments are sent in the manner they prefer.",IT Services and IT Consulting,United States,"501-1,000",2025-02-06 09:00:28+00:00,https://www.linkedin.com/company/echo-health-inc.,paid_social,PS-LinkedIn-MM,AWS Lambda|AWS EC2|Google Cloud Storage,HIPAA compliance|X12 EDI transaction sets|FHIR,RESTful APIs|Webhook integrations,0.83,False,True,ECHO handles HIPAA X12 transactions and offers APIs for healthcare data exchange.,0.85
a52c90a1-ff54-4b72-b278-25adeed7353d,NP Medical Inc.,npmedical.com,"NP Medical is an innovative supplier of medical devices that address the large-scale fluid management needs of the infusion therapy and vascular access markets. The goal that motivates us every day is to provide compelling product solutions that make quality patient care possible by improving patient outcomes and caregiver safety at an affordable cost.

As we look to the future, NP Medical is driving innovation to get patients home sooner, safer, and satisfied. We believe the solution will come from design – thinking our way through the patient's journey, the caregiver's experience, the administrator's stewardship and the payer's responsibility. Towards this end, our data enabled device development continues to support care in lower acuity settings and in the future deliver at-home-based therapies. More to come.",Medical Equipment Manufacturing,United States,51-200,2025-08-19 20:26:43+00:00,https://www.linkedin.com/company/np-medical,paid_search,SEM-Competitor,AWS|Azure Storage,HL7|FHIR,RESTful APIs|EDI Integration,0.69,False,True,"NP Medical focuses on EDI integration for healthcare transactions, matching ICP criteria.",0.8
02a67c03-0b38-474d-95e0-674463106f00,MediaLab,medialab.com,"MediaLab is a leading provider of quality management solutions for clinical laboratories and hospitals.  Our integrated cloud-based solutions include document control, accreditation management, incident reporting and management, competency evaluation, and compliance and continuing education training and documentation. MediaLab is trusted by over 1,500 health care facilities in the USA, Canada, and other nations.",Software Development,United States,11-50,2025-08-28 05:23:35+00:00,https://www.linkedin.com/company/medialab-inc-,paid_search,SEM-NonBrand,AWS|GCP|Snowflake|Kafka,HIPAA|FHIR|HL7,EDI|X12,0.86,False,False,No relevant X12 or healthcare clearinghouse use cases found on their site.,0.1
80a471f5-8115-46c4-8b14-020188bd2707,"Concourse Global, a part of EAB",concourse.global,"Concourse is an online platform where universities apply for students, flipping the script on traditional admissions. Our mission is to bring more access and equity to higher education by reinventing admissions to make it simpler and more student centric.",Education Management,United States,11-50,2024-10-26 03:51:10+00:00,https://www.linkedin.com/company/concourseglobal,paid_search,SEM-NonBrand,AWS|GCP|Azure|Snowflake,HIPAA|HL7|FHIR,EDI|X12,0.8,False,False,Lacks specific evidence of X12 transaction handling or clearinghouse services.,0.4
a9bf2003-b845-4c33-a7fa-e39bc526bc23,Bone Health Technologies,bonehealthtech.com,"Bone Health Technologies is focused on bringing effective, safe therapies for improving bone health to the millions of people looking for alternatives or additions to their current treatment options.",Medical Equipment Manufacturing,United States,2-10,2025-07-22 13:41:34+00:00,https://www.linkedin.com/company/bone-health-technologies,direct,Direct-None,AWS Lambda|Amazon S3|AWS RDS,FHIR|HL7,RESTful APIs|Data streaming via AWS Kinesis,0.57,False,False,No evidence found of handling X12 transactions or EDI integration.,0.3
aee0847a-3daf-4197-a6f6-937ac15b6451,Aging2.0,aging2.com,Aging2.0 supports innovators taking on the biggest challenges and opportunities in aging. ,Health and Human Services,United States,11-50,2024-10-04 02:21:15+00:00,https://www.linkedin.com/company/aging2,content,Ebook-AI-101,,HIPAA compliant services for data handling,API integrations with healthcare applications,0.76,False,False,"Focus on aging solutions, not primarily transaction processing.",0.3
72073730-394d-471f-a5b8-766bbd019cb0,Pinecrest Consulting,pinecrestconsulting.com,"Pinecrest Consulting is an insurance brokerage, financial services, and strategic advisory firm providing boutique services to small and midsize businesses. Our team of experienced insurance experts, finance strategists, and consultants has helped more than 1,100 Pinecrest clients optimize their group health coverage, navigate complex tax credits and audits, and improve their efficiency and profitability.",Business Consulting and Services,United States,51-200,2025-05-31 11:50:23+00:00,https://www.linkedin.com/company/pinecrest-consulting,outbound,OB-Prospecting,AWS|GCP|Azure|Snowflake,HIPAA|X12|FHIR|HL7,REST API|ETL pipelines|Webhooks,0.58,False,False,No specific evidence of engaging in X12 transactions or clearinghouse operations found.,0.3
5553b514-2db3-40f3-83ed-245694bad49f,Freya Meds,freyameds.com,"Freya redefines your weight loss journey through breakthrough treatments. Our dedicated team is committed to delivering personalized support, ensuring that every individual achieves lasting and meaningful changes in their weight management journey",Health and Human Services,United States,2-10,2025-07-05 19:32:05+00:00,https://www.linkedin.com/company/freyameds,outbound,OB-Prospecting,,HIPAA|FHIR,,0.58,False,False,Company appears focused on health tech without clear X12 use cases.,0.4
345811ad-617a-43b6-8ad4-3274f190a9f5,CDW Healthcare,cdwg.com,"At CDW, we partner with you to build IT solutions that help you optimize processes and improve patient care.",IT Services and IT Consulting,United States,"5,001-10,000",2025-07-22 05:57:48+00:00,https://www.linkedin.com/company/cdw-healthcare,paid_search,SEM-Competitor,AWS|Microsoft Azure|Google Cloud Platform,HIPAA compliant services|HL7|FHIR,AWS Lambda integration|Kubernetes orchestration|API Gateway management,0.65,False,True,CDW Healthcare integrates healthcare data with API automation relevant to X12 transactions.,0.8
16670be1-3999-4735-ab7d-8858fd07ce31,Sompo Horizon,sompohorizon.com,Healthy aging digital platform for caregivers,Health and Human Services,United States,11-50,2024-11-21 07:46:45+00:00,https://www.linkedin.com/company/sompo-horizon,paid_search,SEM-NonBrand,AWS|Azure|GCP,HIPAA|X12 EDI|FHIR,FHIR API Integration|EDI Transactions,0.76,False,True,"Uses X12 and EDI in healthcare tech, targeting payer and provider integrations.",0.8
656d97c2-7068-46be-adab-a13d9c44e492,Special Advantage,,Providing Care Management & HCBS services.,Individual and Family Services,United States,51-200,2025-07-23 05:09:00+00:00,https://www.linkedin.com/company/special-advantageny,outbound,OB-Prospecting,,,,0.8,False,False,No public evidence of alignment with X12 data exchange or clearinghouse capabilities.,0.4
ab1c29b2-4092-4c77-9d87-3e08bf9e89ac,Saint Thomas Health,ascension.org,"The Ascension Saint Thomas LinkedIn account has been consolidated with the Ascension LinkedIn page (linkedin.com/company/ascensionorg), so you have a central stop for all of our business and healthcare updates. 

Ascension is a faith-based healthcare organization dedicated to transformation through innovation across the continuum of care. As one of the leading non-profit and Catholic health systems in the U.S., Ascension is committed to delivering compassionate, personalized care to all, with special attention to persons living in poverty and those most vulnerable.",Hospitals and Health Care,United States,"5,001-10,000",2024-10-13 05:12:33+00:00,https://www.linkedin.com/company/saint-thomas-health,paid_social,PS-Meta-SMB,AWS|Azure|Google Cloud Platform,FHIR|HL7|HIPAA compliant data exchange,EDI transactions|FHIR APIs integration|Cloud integration frameworks,0.58,False,True,Saint Thomas Health's focus on EDI aligns with X12 transaction requirements for healthcare data exchange.,0.7
04240d48-75af-478f-af97-a410257de9ed,Medlify,,"Medlify is a healthtech-first development partner building custom solutions at the intersection of healthcare and AI.

We work with digital health companies, provider networks, and virtual care startups to design, build, and scale high-impact software—from telehealth platforms and lab integrations to EHR workflows, pharmacy fulfillment, and compliant patient experiences.

With deep expertise across healthcare infrastructure and AI, our team supports every layer of development:
 Custom model development and deployment
 Agentic AI interfaces and automation
 HIPAA/GDPR-compliant infrastructure
 Telehealth and diagnostic integrations
 EHR, pharmacy, and claims interoperability
 Engagement flows, marketing automation, and personalization

We're not a vendor. We're your build partner. Our team applies first-principles thinking, modern architectures, and a decade of experience to solve complex health challenges—faster, securely, and always tailored to your business.

Whether you’re launching a new product, modernizing backend systems, or embedding LLMs into clinical workflows, Medlify helps you bring it to life.",Software Development,United States,11-50,2025-03-08 20:44:48+00:00,https://www.linkedin.com/company/medlify-health,events,Conf-RevenueSummit,,,,0.8,False,False,No public evidence of alignment with X12 data exchange or clearinghouse capabilities.,0.4
7472deb2-b35c-4b66-9f7c-ad009f747d04,Medibanx,medibanx.com,"Medibanx provides security, privacy and agency to patients to manage their health records as they see fit.

Medibanx provides a system for which researchers and industry can anonymously interact with patients' records and compensate patients for the value of their records.",Software Development,United States,2-10,2025-02-18 21:56:52+00:00,https://www.linkedin.com/company/medibanx,paid_search,SEM-Brand-US,AWS|AWS Lambda|AWS S3,HIPAA|HL7 FHIR|X12 EDI|EHR integration,REST APIs|SOAP APIs|Webhooks,0.89,False,True,Medibanx focuses on X12 EDI transactions and has robust integration capabilities for healthcare.,0.85
f23dd061-8a4c-4679-9b23-aa257409b7c9,Pillo Health,,"Six in ten Americans live with at least one chronic condition, a leading driver of healthcare costs across the country. Medication non-adherence results in hundreds of billions in wasted costs annually and a higher mortality rate in the U.S. Pillo Health is tackling these issues head-on with an engaging and HIPAA-compliant technology platform dedicated to improving health outcomes for patients at home. 

Using state of the art technology and artificial intelligence, Pillo Health has developed a voice first care management platform, allowing patients to better manage their health at home, and organizations to deliver digital health solutions directly into the home.",Wellness and Fitness Services,United States,11-50,2024-12-24 23:57:22+00:00,https://www.linkedin.com/company/pillo-health,outbound,OB-Prospecting,,,,0.8,False,False,No public evidence of alignment with X12 data exchange or clearinghouse capabilities.,0.4
dbfa42eb-ef07-456a-9bfb-3e69e633fb43,Physicians Realty Trust (NYSE: DOC),docreit.com,"Physicians Realty Trust (NYSE: DOC) is on a mission to help medical providers, developers, and shareholders realize better health care, better communities, and better returns.

We do this by offering broader and deeper health care expertise than any other REIT, by crafting solutions that benefit all parties, and by leveraging our long-standing industry connections to source and sustain the highest-quality properties and tenants in the industry.",Real Estate,United States,51-200,2024-09-09 01:11:22+00:00,https://www.linkedin.com/company/physicians-realty-trust-doc-,outbound,OB-Prospecting,AWS|Azure,HIPAA|FHIR|HL7,data integration|cloud storage,0.51,False,False,No evidence of engaging in healthcare X12 transactions or EDI use cases.,0.2
3836a78c-6e11-44e8-bf1b-70ab3c0c493d,ViTel Health,vitelhealth.com,"In an age where connectivity is critical and health services at a distance are more important than ever, ViTel Health provides scalable telehealth solutions. By integrating data and facilitating critical, real-time communication between various aspects of patient intake and treatment, ViTel creates a web of interconnected services for every step of care.
 
Our processes and systems are designed to seamlessly integrate all aspects of patient care, creating an experience that's better for providers, better for patients, and better for healthcare outcomes.

We strive to:

- Improve the patient experience by linking up parts of their healing process that are separated by distance.
- Increase access to quality telehealth solutions for rehab, treatment, and consultation.
- Streamline HIPAA-compliant data sharing between providers to decrease downtime and reduce needless redundancy.

For providers, our system creates:
 
- A simple, easy-to-use cloud storage system that provides critical, up-to-date patient data to all providers included in current care.
- Easily accessible health and financial vitals that are clear to the provider and patient.",Hospitals and Health Care,United States,2-10,2025-06-09 00:18:02+00:00,https://www.linkedin.com/company/my-vitel-health,paid_social,PS-Meta-SMB,AWS Lambda|AWS S3|AWS API Gateway,HIPAA|FHIR|X12,REST API integration|Microservices architecture,0.79,False,False,No clear use cases for X12 or clearinghouse in their offerings.,0.4
69860245-9077-405a-918e-7bc3ea3da37b,Freedom Healthworks,freedomhealthworks.com,"At Freedom Healthworks, we help physicians become FreedomDocs and take control of their lives. We assist physicians starting, growing, and operating their practices. We believe that all people should have a relationship with a trusted FreedomDoc. We do not employ physicians or control the way to practice medicine. We help run your business, not tell you how to be a doctor. We strive to help physicians care for their patients without restrictions, barriers, and frustrations – Together FreedomDocs can help care for everyone.",Consumer Services,United States,11-50,2025-01-01 03:39:31+00:00,https://www.linkedin.com/company/freedom-healthworks,paid_social,PS-Meta-SMB,,HIPAA compliance|X12 EDI transaction sets,,0.63,False,True,Uses X12 EDI transaction sets for HIPAA compliance in health tech.,0.8
